Clave de idioma;Plan de cuentas;Cuenta de mayor;Texto breve;Texto explicativo;Texto explicativo
ES;XSON;7112300105;Traducciones Espa§ol;Traducciones Espa§ol Interco;TRADUCCIONES ESPA•OL INTE
ES;XSON;7112300110;Traducciones de cont;Traducciones de contenido;TRADUCCIONES DE CONTENIDO
ES;XSON;7112300500;Traducciones Castell;Traducciones Castellano Canje;TRADUCCIONES CASTELLANO C
ES;XSON;7112300501;Traducciones Espa§ol;Traducciones Espa§ol Canje;TRADUCCIONES ESPA•OL CANJ
ES;XSON;7112300502;Traducciones Portugu;Traducciones Portuguese Canje;TRADUCCIONES PORTUGUESE C
ES;XSON;7112300503;Traducciones Ingles;Traducciones Ingles Canje;TRADUCCIONES INGLES CANJE
ES;XSON;7112300504;Traducciones otros i;Traducciones otros idiomas canje;TRADUCCIONES OTROS IDIOMA
ES;XSON;7112395000;AxI-Traducciones;AxI-Traducciones;AXI-TRADUCCIONES
ES;XSON;7121000100;Iluminacion;Iluminacion;ILUMINACION
ES;XSON;7121000500;Iluminacion Canje;Iluminacion Canje;ILUMINACION CANJE
ES;XSON;7121095000;AxI-Iluminacion;AxI-Iluminacion;AXI-ILUMINACION
ES;XSON;7121100100;Camarografo;Camarografo;CAMAROGRAFO
ES;XSON;7121100500;Camarografo Canje;Camarografo Canje;CAMAROGRAFO CANJE
ES;XSON;7121195000;AxI-Camarografo;AxI-Camarografo;AXI-CAMAROGRAFO
ES;XSON;7121200100;Escenografia;Escenografia;ESCENOGRAFIA
ES;XSON;7121200200;Dise§o escenografico;Dise§o escenografico;DISE•O ESCENOGRAFICO
ES;XSON;7121200300;Ambientaci¢n;Ambientaci¢n;AMBIENTACI‡N
ES;XSON;7121200500;Escenografia Canje;Escenografia Canje;ESCENOGRAFIA CANJE
ES;XSON;7121295000;AxI-Escenografia;AxI-Escenografia;AXI-ESCENOGRAFIA
ES;XSON;7121300100;Equipo de Exteriores;Equipo de Exteriores;EQUIPO DE EXTERIORES
ES;XSON;7121300500;Equipo de Exteriores;Equipo de Exteriores Canje;EQUIPO DE EXTERIORES CANJ
ES;XSON;7121395000;AxI-Equipos de exter;AxI-Equipos de exteriores;AXI-EQUIPOS DE EXTERIORES
ES;XSON;7121400100;Operador de sonido;Operador de sonido;OPERADOR DE SONIDO
ES;XSON;7121400200;Operador de video;Operador de video;OPERADOR DE VIDEO
ES;XSON;7121400300;Operador de tape;Operador de tape;OPERADOR DE TAPE
ES;XSON;7121400400;Operador de caracter;Operador de caracteres;OPERADOR DE CARACTERES
ES;XSON;7121495000;AxI-Operadores;AxI-Operadores;AXI-OPERADORES
ES;XSON;7121500100;Microfonista;Microfonista;MICROFONISTA
ES;XSON;7121595000;AxI-Microfonista;AxI-Microfonista;AXI-MICROFONISTA
ES;XSON;7141000100;Program Listings;Program Listings;PROGRAM LISTINGS
ES;XSON;7141000500;Program Listings Can;Program Listings Canje;PROGRAM LISTINGS CANJE
ES;XSON;7141095000;AxI-Program listings;AxI-Program listings;AXI-PROGRAM LISTINGS
ES;XSON;7141100100;Award Submissions;Award Submissions;AWARD SUBMISSIONS
ES;XSON;7141100500;Award Submissions Ca;Award Submissions Canje;AWARD SUBMISSIONS CANJE
ES;XSON;7141195000;AxI-Award submission;AxI-Award submissions;AXI-AWARD SUBMISSIONS
ES;XSON;7149900100;Otros Gs. Produccion;Otros Gs. Produccion;OTROS GS. PRODUCCION
ES;XSON;7149900101;Agencia Noticias;Agencia Noticias;AGENCIA NOTICIAS
ES;XSON;7149900500;Otros Gs. Produccion;Otros Gs. Produccion Canje;OTROS GS. PRODUCCION CANJ
ES;XSON;7149995000;AxI-Otros gastos de;AxI-Otros gastos de produccion;AXI-OTROS GASTOS DE PRODU
ES;XSON;7151000100;Satellite - Uplink;Satellite - Uplink;SATELLITE - UPLINK
ES;XSON;7151000101;Satellite - Transpon;Satellite - Transponder;SATELLITE - TRANSPONDER
ES;XSON;7151000102;Satellite - Storage;Satellite - Storage;SATELLITE - STORAGE
ES;XSON;7151000105;Satellite - Fiber Li;Satellite - Fiber Line;SATELLITE - FIBER LINE
ES;XSON;7151000106;Satellite - Transpon;Satellite - Transponder Interco;SATELLITE - TRANSPONDER I
ES;XSON;7151000107;Satellite - Up Link;Satellite - Up Link Interco;SATELLITE - UP LINK INTER
ES;XSON;7151000108;Satellite - Fiber Li;Satellite - Fiber Line Interco;SATELLITE - FIBER LINE IN
ES;XSON;7151000109;Satellite - Storage;Satellite - Storage Interco;SATELLITE - STORAGE INTER
ES;XSON;7151000110;Satellite - Playback;Satellite - Playback;SATELLITE - PLAYBACK
ES;XSON;7151000111;Satellite - Playback;Satellite - Playback Interco;SATELLITE - PLAYBACK INTE
ES;XSON;7151000190;Satellite - Otros;Satellite - Otros;SATELLITE - OTROS
ES;XSON;7151095000;AxI-Satellite;AxI-Satellite;AXI-SATELLITE
ES;XSON;7161000100;Amortizacion de Dere;Amortizacion de Derechos de Exhibici¢n;AMORTIZACION DE DERECHOS
ES;XSON;7161095000;AxI-Amortizaci¢n der;AxI-Amortizaci¢n derechos de exhibici¢n;AXI-AMORTIZACI‡N DERECHOS
ES;XSON;7161100100;Eventos Box°sticos;Eventos Box°sticos;EVENTOS BOX÷STICOS
ES;XSON;7161195000;AxI-Eventos Box°stic;AxI-Eventos Box°sticos;AXI-EVENTOS BOX÷STICOS
ES;XSON;7191000100;Costos de Enlaces y;Costos de Enlaces y Comunicaciones;COSTOS DE ENLACES Y COMUN
ES;XSON;7191000500;Enlaces Canje;Enlaces Canje;ENLACES CANJE
ES;XSON;7191095000;AxI-Costos de enlace;AxI-Costos de enlaces;AXI-COSTOS DE ENLACES
ES;XSON;7191500100;Costos de Tecnolog°a;Costos de Tecnolog°a;COSTOS DE TECNOLOG÷A
ES;XSON;7191500500;Costos de Tecnolog°a;Costos de Tecnolog°a Canje;COSTOS DE TECNOLOG÷A CANJ
ES;XSON;7191595000;AxI-Costos de tecnol;AxI-Costos de tecnologia;AXI-COSTOS DE TECNOLOGIA
ES;XSON;7192000100;Servicios de Conexi¢;Servicios de Conexi¢n ISP;SERVICIOS DE CONEXI‡N ISP
ES;XSON;7192095000;AxI-Servicios de con;AxI-Servicios de conexcion ISP;AXI-SERVICIOS DE CONEXCIO
ES;XSON;7192100100;Honorarios Asististe;Honorarios Asististencia ISP;HONORARIOS ASISTISTENCIA
ES;XSON;7192195000;AxI-Honorarios por a;AxI-Honorarios por asistencia ISP;AXI-HONORARIOS POR ASISTE
ES;XSON;7193000100;Hosting;Hosting;HOSTING
ES;XSON;7194000100;Materiales de Produc;Materiales de Producci¢n;MATERIALES DE PRODUCCI‡N
ES;XSON;7194095000;AxI-Materiales de pr;AxI-Materiales de produccion;AXI-MATERIALES DE PRODUCC
ES;XSON;7194500100;Gastos de Software;Gastos de Software;GASTOS DE SOFTWARE
ES;XSON;7194595000;AxI-Gastos de softwa;AxI-Gastos de software;AXI-GASTOS DE SOFTWARE
ES;XSON;7195000100;Compra de Contenidos;Compra de Contenidos;COMPRA DE CONTENIDOS
ES;XSON;7195000500;Compra de Contenidos;Compra de Contenidos Canje;COMPRA DE CONTENIDOS CANJ
ES;XSON;7195095000;AxI-Compra de conten;AxI-Compra de contenidos;AXI-COMPRA DE CONTENIDOS
ES;XSON;7195500100;Compra Servicios;Compra Servicios;COMPRA SERVICIOS
ES;XSON;7195595000;AxI-Compra de servic;AxI-Compra de servicios;AXI-COMPRA DE SERVICIOS
ES;XSON;7196000100;Costo de Dise§os Web;Costo de Dise§os Web;COSTO DE DISE•OS WEB
ES;XSON;7196000110;On Line Producers;On Line Producers;ON LINE PRODUCERS
ES;XSON;7196095000;AxI-Costo de dise§o;AxI-Costo de dise§o web;AXI-COSTO DE DISE•O WEB
ES;XSON;7196500100;Costo de Control de;Costo de Control de Producto;COSTO DE CONTROL DE PRODU
ES;XSON;7196595000;AxI-Costo de control;AxI-Costo de control de producto;AXI-COSTO DE CONTROL DE P
ES;XSON;7197000100;Shared Revenue;Shared Revenue;SHARED REVENUE
ES;XSON;7197095000;AxI-Shared revenue;AxI-Shared revenue;AXI-SHARED REVENUE
ES;XSON;7198000100;Redes Sociales;Redes Sociales;REDES SOCIALES
ES;XSON;7401000100;Comisiones de Vtas I;Comisiones de Vtas Interco;COMISIONES DE VTAS INTERC
ES;XSON;7401000105;Royalties;Royalties;ROYALTIES
ES;XSON;7401000110;License Fee AEI;License Fee AEI;LICENSE FEE AEI
ES;XSON;7401000111;License Fee Colling;License Fee Colling;LICENSE FEE COLLING
ES;XSON;7401000112;License Fee Resident;License Fee Residential;LICENSE FEE RESIDENTIAL
ES;XSON;7401000115;Flat Fee AEI;Flat Fee AEI;FLAT FEE AEI
ES;XSON;7401000116;Flat Fee Colling;Flat Fee Colling;FLAT FEE COLLING
ES;XSON;7401000117;Flat Fee Residential;Flat Fee Residential;FLAT FEE RESIDENTIAL
ES;XSON;7401000150;License fee regular;License fee regular;LICENSE FEE REGULAR
ES;XSON;7401000151;License fee adult;License fee adult;LICENSE FEE ADULT
ES;XSON;7401000152;License fee Niche ch;License fee Niche channel;LICENSE FEE NICHE CHANNEL
ES;XSON;7401000153;License fee TV Guide;License fee TV Guide;LICENSE FEE TV GUIDE
ES;XSON;7401000154;License fee webcast;License fee webcast;LICENSE FEE WEBCAST
ES;XSON;7401000155;License fee Planeta;License fee Planeta;LICENSE FEE PLANETA
ES;XSON;7401000156;License fee Interact;License fee Interactive;LICENSE FEE INTERACTIVE
ES;XSON;7401000157;License fee DMX;License fee DMX;LICENSE FEE DMX
ES;XSON;7401000180;Retencion de impuest;Retencion de impuestos no recuperable;RETENCION DE IMPUESTOS NO
ES;XSON;7401000190;Otros;Otros;OTROS
ES;XSON;7401095000;AxI-Gastos directos;AxI-Gastos directos de comercializacion;AXI-GASTOS DIRECTOS DE CO
ES;XSON;7401500100;Comisiones a Vendedo;Comisiones a Vendedores Externos;COMISIONES A VENDEDORES E
ES;XSON;7401500110;Comisiones Agencias;Comisiones Agencias;COMISIONES AGENCIAS
ES;XSON;7401500120;Servicios de Agencia;Servicios de Agencias;SERVICIOS DE AGENCIAS
ES;XSON;7401595000;AxI-Comisiones a ven;AxI-Comisiones a vendedores externos;AXI-COMISIONES A VENDEDOR
ES;XSON;7401600100;Comisiones por Tarje;Comisiones por Tarjeta de CrÇditos y Me;COMISIONES POR TARJETA DE
ES;XSON;7401695000;AxI-Comisiones tarje;AxI-Comisiones tarjetas de credito/med.cobro;AXI-COMISIONES TARJETAS D
ES;XSON;7402000100;Representaciones com;Representaciones comerciales;REPRESENTACIONES COMERCIA
ES;XSON;7402095000;AxI-Representaciones;AxI-Representaciones comerciales;AXI-REPRESENTACIONES COME
ES;XSON;7402500100;Televisi¢n;Televisi¢n;TELEVISI‡N
ES;XSON;7402500101;Televisi¢n Paga;Televisi¢n Paga;TELEVISI‡N PAGA
ES;XSON;7402500102;Cine;Cine;CINE
ES;XSON;7402500103;Revistas;Revistas;REVISTAS
ES;XSON;7402500104;Prensa;Prensa;PRENSA
ES;XSON;7402500105;Radio;Radio;RADIO
ES;XSON;7402500106;V°a P£blica;V°a P£blica;V÷A PÈBLICA
ES;XSON;7402500107;Publicidad Satelital;Publicidad Satelital;PUBLICIDAD SATELITAL
ES;XSON;7402500109;Publicidad Intercomp;Publicidad Intercompany;PUBLICIDAD INTERCOMPANY
ES;XSON;7402500110;Promociones Off line;Promociones Off line;PROMOCIONES OFF LINE
ES;XSON;7402500120;Mark. Directo;Mark. Directo;MARK. DIRECTO
ES;XSON;7402500121;Marketing Off Line;Marketing Off Line;MARKETING OFF LINE
ES;XSON;7402500122;Merchandising;Merchandising;MERCHANDISING
ES;XSON;7402500123;Media Kit;Media Kit;MEDIA KIT
ES;XSON;7402500124;Regalos de Navidad;Regalos de Navidad;REGALOS DE NAVIDAD
ES;XSON;7402500130;Celebridades;Celebridades;CELEBRIDADES
ES;XSON;7402500140;Auspicios y Sponsors;Auspicios y Sponsors;AUSPICIOS Y SPONSORS
ES;XSON;7402500141;Soporte a Afiliados;Soporte a Afiliados;SOPORTE A AFILIADOS
ES;XSON;7402500142;Relacion con Afiliad;Relacion con Afiliados;RELACION CON AFILIADOS
ES;XSON;7402500150;Fotografia;Fotografia;FOTOGRAFIA
ES;XSON;7402500160;Publicidad On Line;Publicidad On Line;PUBLICIDAD ON LINE
ES;XSON;7402500161;Promociones On line;Promociones On line;PROMOCIONES ON LINE
ES;XSON;7402500162;Promotoras;Promotoras;PROMOTORAS
ES;XSON;7402500163;Gastos prod.de event;Gastos prod.de eventos por agencias de prensa;GASTOS PROD.DE EVENTOS PO
ES;XSON;7402500164;Gastos por Show;Gastos por Show;GASTOS POR SHOW
ES;XSON;7402500165;Donaciones;Donaciones;DONACIONES
ES;XSON;7402500166;Relaciones con la co;Relaciones con la comunidad;RELACIONES CON LA COMUNID
ES;XSON;7402500167;Media Production;Media Production;MEDIA PRODUCTION
ES;XSON;7402500168;On-Air In-house Prod;On-Air In-house Production;ON-AIR IN-HOUSE PRODUCTIO
ES;XSON;7402500169;On-Air Outside Produ;On-Air Outside Production;ON-AIR OUTSIDE PRODUCTION
ES;XSON;7402500170;Media Production Tal;Media Production Talent Fees;MEDIA PRODUCTION TALENT F
ES;XSON;7402500190;Otros;Otros;OTROS
ES;XSON;7402500197;Stand;Stand;STAND
ES;XSON;7402500198;Comunicaciones inter;Comunicaciones internas;COMUNICACIONES INTERNAS
ES;XSON;7402500199;Eventos y Conferenci;Eventos y Conferencias;EVENTOS Y CONFERENCIAS
ES;XSON;7402500500;Televisi¢n Canje;Televisi¢n Canje;TELEVISI‡N CANJE
ES;XSON;7402500501;Televisi¢n Paga Canj;Televisi¢n Paga Canje;TELEVISI‡N PAGA CANJE
ES;XSON;7402500502;Cine Canje;Cine Canje;CINE CANJE
ES;XSON;7402500503;Revistas Canje;Revistas Canje;REVISTAS CANJE
ES;XSON;7402500504;Prensa Canje;Prensa Canje;PRENSA CANJE
ES;XSON;7402500505;Radio Canje;Radio Canje;RADIO CANJE
ES;XSON;7402500506;V°a P£blica Canje;V°a P£blica Canje;V÷A PÈBLICA CANJE
ES;XSON;7402500507;Publicidad Satelital;Publicidad Satelital Canje;PUBLICIDAD SATELITAL CANJ
ES;XSON;7402500510;Promociones Off line;Promociones Off line Canje;PROMOCIONES OFF LINE CANJ
ES;XSON;7402500520;Mark. Directo Canje;Mark. Directo Canje;MARK. DIRECTO CANJE
ES;XSON;7402500521;Marketing Off Line C;Marketing Off Line Canje;MARKETING OFF LINE CANJE
ES;XSON;7402500522;Merchandising Canje;Merchandising Canje;MERCHANDISING CANJE
ES;XSON;7402500530;Celebridades Canje;Celebridades Canje;CELEBRIDADES CANJE
ES;XSON;7402500540;Auspicios y Sponsors;Auspicios y Sponsors Canje;AUSPICIOS Y SPONSORS CANJ
ES;XSON;7402500541;Soporte a Afiliados;Soporte a Afiliados Canje;SOPORTE A AFILIADOS CANJE
ES;XSON;7402500542;Relacion con Afiliad;Relacion con Afiliados Canje;RELACION CON AFILIADOS CA
ES;XSON;7402500550;Fotografia Canje;Fotografia Canje;FOTOGRAFIA CANJE
ES;XSON;7402500560;Publicidad On Line C;Publicidad On Line Canje;PUBLICIDAD ON LINE CANJE
ES;XSON;7402500561;Promociones On line;Promociones On line Canje;PROMOCIONES ON LINE CANJE
ES;XSON;7402500590;Otros Canje;Otros Canje;OTROS CANJE
ES;XSON;7402500591;Servicios de Agencia;Servicios de Agencias;SERVICIOS DE AGENCIAS
ES;XSON;7402500592;Capacitac. Externos;Capacitaci¢n Externos;CAPACITACI‡N EXTERNOS
ES;XSON;7402595000;AxI-Gastos de public;AxI-Gastos de publicidad y promocion;AXI-GASTOS DE PUBLICIDAD
ES;XSON;7403000100;Gastos de Representa;Gastos de Representaci¢n - Telefonos;GASTOS DE REPRESENTACI‡N
ES;XSON;7403000110;Gastos de Representa;Gastos de Representaci¢n - Comidas;GASTOS DE REPRESENTACI‡N
ES;XSON;7403000120;Gastos de Representa;Gastos de Representaci¢n - Catering;GASTOS DE REPRESENTACI‡N
ES;XSON;7403000130;Gastos de Representa;Gastos de Representaci¢n - Auto;GASTOS DE REPRESENTACI‡N
ES;XSON;7403000140;Gastos de Representa;Gastos de Representaci¢n - Regalos;GASTOS DE REPRESENTACI‡N
ES;XSON;7403000190;Otros Gastos de Repr;Otros Gastos de Representaci¢n;OTROS GASTOS DE REPRESENT
ES;XSON;7403000500;Gastos de Representa;Gastos de Representaci¢n - Telefonos Canje;GASTOS DE REPRESENTACI‡N
ES;XSON;7403000510;Gastos de Representa;Gastos de Representaci¢n - Comidas Canje;GASTOS DE REPRESENTACI‡N
ES;XSON;7403000520;Gastos de Representa;Gastos de Representaci¢n - Catering Canje;GASTOS DE REPRESENTACI‡N
ES;XSON;7403000530;Gastos de Representa;Gastos de Representaci¢n - Auto Canje;GASTOS DE REPRESENTACI‡N
ES;XSON;7403000540;Gastos de Representa;Gastos de Representaci¢n - Regalos Canje;GASTOS DE REPRESENTACI‡N
ES;XSON;7403000590;Otros Gastos de Repr;Otros Gastos de Representaci¢n  Canje;OTROS GASTOS DE REPRESENT
ES;XSON;7403095000;AxI-Gastos de repres;AxI-Gastos de representacion;AXI-GASTOS DE REPRESENTAC
ES;XSON;7403500100;Honorarios por aseso;Honorarios por asesoramiento comercial;HONORARIOS POR ASESORAMIE
ES;XSON;7403595000;AxI-Honorarios por a;AxI-Honorarios por asesoramiento comercial;AXI-HONORARIOS POR ASESOR
ES;XSON;7404000100;Premios y Concursos;Premios y Concursos;PREMIOS Y CONCURSOS
ES;XSON;7404000110;Suscripciones a Conc;Suscripciones a Concursos;SUSCRIPCIONES A CONCURSOS
ES;XSON;7404000120;Inscripci¢n a Evento;Inscripci¢n a Eventos y Convenciones;INSCRIPCI‡N A EVENTOS Y C
ES;XSON;7404000500;Premios y Concursos;Premios y Concursos - Canje;PREMIOS Y CONCURSOS - CAN
ES;XSON;7404095000;AxI-Premios y concur;AxI-Premios y concursos;AXI-PREMIOS Y CONCURSOS
ES;XSON;7404500100;Metricas/Mediciones;Metricas/Mediciones IBOPE;METRICAS/MEDICIONES IBOPE
ES;XSON;7404500110;Certificacion Avisos;Certificacion Avisos;CERTIFICACION AVISOS
ES;XSON;7404500500;Metricas Canje;Metricas Canje;METRICAS CANJE
ES;XSON;7404595000;AxI-Metricas;AxI-Metricas;AXI-METRICAS
ES;XSON;7405000100;Investigaci¢n de Mer;Investigaci¢n de Mercados;INVESTIGACI‡N DE MERCADOS
ES;XSON;7405000101;Research - Projects;Research - Projects;RESEARCH - PROJECTS
ES;XSON;7405000102;Research - Focus Gro;Research - Focus Group;RESEARCH - FOCUS GROUP
ES;XSON;7405000190;Research - Otros;Research - Otros;RESEARCH - OTROS
ES;XSON;7405000500;Investigaci¢n de Mer;Investigaci¢n de Mercado Canje;INVESTIGACI‡N DE MERCADO
ES;XSON;7405000501;Research - Projects;Research - Projects Canje;RESEARCH - PROJECTS CANJE
ES;XSON;7405000502;Research - Focus Gro;Research - Focus Group Canje;RESEARCH - FOCUS GROUP CA
ES;XSON;7405000590;Research - Otros Can;Research - Otros Canje;RESEARCH - OTROS CANJE
ES;XSON;7405095000;AxI-Research;AxI-Research;AXI-RESEARCH
ES;XSON;7405500100;Imprenta y Dise§o;Imprenta y Dise§o;IMPRENTA Y DISE•O
ES;XSON;7405500101;Dise§o Gr†fico;Dise§o Gr†fico;DISE•O GRµFICO
ES;XSON;7405500110;Fotograf°a;Fotograf°a;FOTOGRAF÷A
ES;XSON;7405595000;AxI-Gastos de impren;AxI-Gastos de imprenta y dise§o;AXI-GASTOS DE IMPRENTA Y
ES;XSON;7406000100;Dise§o de Paginas We;Dise§o de Paginas Web;DISE•O DE PAGINAS WEB
ES;XSON;7406095000;AxI-Dise§os paginas;AxI-Dise§os paginas web;AXI-DISE•OS PAGINAS WEB
ES;XSON;7409000100;Cargo por Incobrabil;Cargo por Incobrabilidad;CARGO POR INCOBRABILIDAD
ES;XSON;7409000110;Cargo por Incobrabil;Cargo por Incobrabilidad Publicidad;CARGO POR INCOBRABILIDAD
ES;XSON;7409000115;Cargo por Incobrabil;Cargo por Incobrabilidad Decodificadores;CARGO POR INCOBRABILIDAD
ES;XSON;7409000200;Cargo por descuentos;Cargo por descuentos concedidos;CARGO POR DESCUENTOS CONC
ES;XSON;7409095000;AxI-Cargo por incobr;AxI-Cargo por incobrabilidad;AXI-CARGO POR INCOBRABILI
ES;XSON;7711000100;Alquileres y Expensa;Alquileres y Expensas;ALQUILERES Y EXPENSAS
ES;XSON;7711000110;Alquileres de Equipo;Alquileres de Equipos;ALQUILERES DE EQUIPOS
ES;XSON;7711000111;Locaciones;Locaciones;LOCACIONES
ES;XSON;7711000120;Alquileres de Deposi;Alquileres de Depositos;ALQUILERES DE DEPOSITOS
ES;XSON;7711000130;Alquileres de Terren;Alquileres de Terrenos;ALQUILERES DE TERRENOS
ES;XSON;7711000140;Arriendo concesiones;Arriendo concesiones;ARRIENDO CONCESIONES
ES;XSON;7711000150;Expensas Oficina;Expensas Oficina;EXPENSAS OFICINA
ES;XSON;7711000160;Alquileres Estaciona;Alquileres Estacionamientos;ALQUILERES ESTACIONAMIENT
ES;XSON;7711000190;Otros Alquileres;Otros Alquileres;OTROS ALQUILERES
ES;XSON;7711000500;Alquileres y Expensa;Alquileres y Expensas Interco;ALQUILERES Y EXPENSAS INT
ES;XSON;7711000510;Alquileres de Equipo;Alquileres de Equipos Canje;ALQUILERES DE EQUIPOS CAN
ES;XSON;7711000520;Alquileres de Deposi;Alquileres de Depositos Interco;ALQUILERES DE DEPOSITOS I
ES;XSON;7711000530;Alquileres de Terren;Alquileres de Terrenos Interco;ALQUILERES DE TERRENOS IN
ES;XSON;7711000590;Otros Alquileres Int;Otros Alquileres Interco;OTROS ALQUILERES INTERCO
ES;XSON;7711095000;AxI-Alquileres y gas;AxI-Alquileres y gastos comunes;AXI-ALQUILERES Y GASTOS C
ES;XSON;7711100100;Servicio  Distribuci;Servicio  Distribuci¢n de  Gas;SERVICIO  DISTRIBUCI‡N DE
ES;XSON;7711100101;Servicios de Agua;Servicios de Agua;SERVICIOS DE AGUA
ES;XSON;7711100102;Servicios de electri;Servicios de electricidad;SERVICIOS DE ELECTRICIDAD
ES;XSON;7711100103;ABL;ABL;ABL
ES;XSON;7711195000;AxI-Serv.de telefoni;AxI-Serv.de telefonia,electricidad,gas y ots;AXI-SERV.DE TELEFONIA,ELE
ES;XSON;7711200100;Servicio Telef¢nico;Servicio Telef¢nico Fijo;SERVICIO TELEF‡NICO FIJO
ES;XSON;7711200110;Servicio de telefon°;Servicio de telefon°a celular;SERVICIO DE TELEFON÷A CEL
ES;XSON;7711200120;Servicio  de Radioll;Servicio  de Radiollamada;SERVICIO  DE RADIOLLAMADA
ES;XSON;7711200130;Servicio  de Pager;Servicio  de Pager;SERVICIO  DE PAGER
ES;XSON;7711200140;Video Conference;Video Conference;VIDEO CONFERENCE
ES;XSON;7711200500;Servicios Telef¢nico;Servicios Telef¢nico Fijo Canje;SERVICIOS TELEF‡NICO FIJO
ES;XSON;7711200510;Servicios de telefon;Servicios de telefon°a celular Canje;SERVICIOS DE TELEFON÷A CE
ES;XSON;7711200520;Servicio  de Radioll;Servicio  de Radiollamada Canje;SERVICIO  DE RADIOLLAMADA
ES;XSON;7711200530;Servicio  de Pager C;Servicio  de Pager Canje;SERVICIO  DE PAGER CANJE
ES;XSON;7711200540;Video Conference Can;Video Conference Canje;VIDEO CONFERENCE CANJE
ES;XSON;7711295000;AxI-Comunicaciones;AxI-Comunicaciones;AXI-COMUNICACIONES
ES;XSON;7711500100;Seguros;Seguros;SEGUROS
ES;XSON;7711500115;Seguro de automovil;Seguro de automovil;SEGURO DE AUTOMOVIL
ES;XSON;7711500120;Directors & Officers;Directors & Officers Liabilities Insura;DIRECTORS & OFFICERS LIAB
ES;XSON;7711500125;Seguros por Responsa;Seguros por Responsabilidad Civil;SEGUROS POR RESPONSABILID
ES;XSON;7711500130;Seguros de Contenido;Seguros de Contenido;SEGUROS DE CONTENIDO
ES;XSON;7711500135;Seguros Tecnicos;Seguros Tecnicos;SEGUROS TECNICOS
ES;XSON;7711500140;Seguros de Caucion;Seguros de Caucion;SEGUROS DE CAUCION
ES;XSON;7711500145;Seguros de Produccio;Seguros de Produccion;SEGUROS DE PRODUCCION
ES;XSON;7711500190;Otros  Seguros;Otros  Seguros;OTROS  SEGUROS
ES;XSON;7711595000;AxI-Seguros;AxI-Seguros;AXI-SEGUROS
ES;XSON;7712000100;Servicio de Mantenim;Servicio de Mantenimiento Edificio;SERVICIO DE MANTENIMIENTO
ES;XSON;7712000110;Servicio de Vigilanc;Servicio de Vigilancia;SERVICIO DE VIGILANCIA
ES;XSON;7712000120;Servicio de Limpieza;Servicio de Limpieza;SERVICIO DE LIMPIEZA
ES;XSON;7712000130;Gastos de Instalacio;Gastos de Instalacion;GASTOS DE INSTALACION
ES;XSON;7712000140;Jardiner°a;Jardiner°a;JARDINER÷A
ES;XSON;7712000190;Otros Gs. de Edifici;Otros Gs. de Edificio;OTROS GS. DE EDIFICIO
ES;XSON;7712000191;Mantencion Maquinari;Mantencion Maquinarias y equipos;MANTENCION MAQUINARIAS Y
ES;XSON;7712000192;Otros Gtos de Manten;Otros Gtos de Mantencion;OTROS GTOS DE MANTENCION
ES;XSON;7712000500;Servicio de Mantenim;Servicio de Mantenimiento Edificio Canje;SERVICIO DE MANTENIMIENTO
ES;XSON;7712000510;Servicio de Vigilanc;Servicio de Vigilancia Canje;SERVICIO DE VIGILANCIA CA
ES;XSON;7712000520;Servicio de Limpieza;Servicio de Limpieza Canje;SERVICIO DE LIMPIEZA CANJ
ES;XSON;7712095000;AxI-Servicio de mant;AxI-Servicio de mantenimiento;AXI-SERVICIO DE MANTENIMI
ES;XSON;7713000100;Mantenimiento de Sis;Mantenimiento de Sistemas;MANTENIMIENTO DE SISTEMAS
ES;XSON;7713000110;Reparaciones, Servic;Reparaciones, Service y Mant. Eq Computacion;REPARACIONES, SERVICE Y M
ES;XSON;7713000115;Reparaciones, Servic;Reparaciones, Service y Mant. Maquinarias;REPARACIONES, SERVICE Y M
ES;XSON;7713000120;Repuestos;Repuestos;REPUESTOS
ES;XSON;7713000190;Otros Gs. de Computa;Otros Gs. de Computacion;OTROS GS. DE COMPUTACION
ES;XSON;7713000500;Mantenimiento de Sis;Mantenimiento de Sistemas Canje;MANTENIMIENTO DE SISTEMAS
ES;XSON;7713000510;Reparaciones, Servic;Reparaciones, Service y Mant.Eq.Computacion Canje;REPARACIONES, SERVICE Y M
ES;XSON;7713000515;Reparaciones, Servic;Reparaciones, Service y Mant. Maq. Canje;REPARACIONES, SERVICE Y M
ES;XSON;7713000520;Repuestos Canje;Repuestos Canje;REPUESTOS CANJE
ES;XSON;7713000590;Otros Gs. de Computa;Otros Gs. de Computacion Canje;OTROS GS. DE COMPUTACION
ES;XSON;7713095000;AxI-Gastos de comput;AxI-Gastos de computacion y equipamentos;AXI-GASTOS DE COMPUTACION
ES;XSON;7714000100;Gastos de Importaci¢;Gastos de Importaci¢n y Exportaci¢n;GASTOS DE IMPORTACI‡N Y E
ES;XSON;7714095000;AxI-Gastos de import;AxI-Gastos de importaci¢n y exportaci¢n;AXI-GASTOS DE IMPORTACI‡N
ES;XSON;7730500100;Comisiones y gastos;Comisiones y gastos bancarios;COMISIONES Y GASTOS BANCA
ES;XSON;7730500110;Impuestos a los debi;Impuestos a los debitos y creditos bancarios;IMPUESTOS A LOS DEBITOS Y
ES;XSON;7730595000;AxI-Gastos bancarios;AxI-Gastos bancarios;AXI-GASTOS BANCARIOS
